age,job,marital,education,default,balance,housing,loan,duration
34,management,married,tertiary,no,3486,no,no,23
44,management,married,tertiary,no,3762,no,no,125
40,technician,married,secondary,no,170,no,no,12
31,management,married,tertiary,no,3,no,no,12
41,technician,married,secondary,no,801,no,no,65
32,management,married,tertiary,no,2431,no,no,19
37,management,married,tertiary,no,839,no,yes,87
33,technician,single,tertiary,no,0,no,no,56
33,management,married,secondary,no,333,no,no,80
52,management,married,tertiary,no,-542,no,no,80
49,housemaid,married,secondary,no,500,no,yes,105
53,housemaid,married,primary,yes,42,no,no,81
54,services,married,tertiary,no,0,no,no,282
59,management,divorced,tertiary,no,866,no,no,46
30,technician,single,secondary,no,1052,no,no,147
34,technician,single,tertiary,yes,-6,no,no,79
42,management,married,secondary,no,-105,yes,no,60
59,management,divorced,tertiary,no,51,no,no,129
42,management,single,tertiary,no,1608,no,no,13
43,management,single,tertiary,no,0,no,no,331
40,management,married,tertiary,no,1666,yes,no,271
43,management,married,tertiary,no,2696,yes,no,86
60,retired,married,unknown,no,0,no,no,113
47,technician,divorced,secondary,no,-105,no,no,192
57,retired,married,primary,no,75,no,no,118
37,management,married,tertiary,no,236,no,no,95
42,management,married,tertiary,no,-671,no,no,80
36,management,married,tertiary,no,659,no,no,90
55,housemaid,married,primary,no,1233,no,no,97
32,management,married,tertiary,no,0,no,no,74
49,unknown,married,secondary,no,0,no,no,173
32,housemaid,married,secondary,no,156,no,yes,82
31,technician,single,tertiary,no,44,no,no,16
37,technician,married,secondary,no,1309,yes,no,77
32,technician,single,secondary,no,2421,yes,no,14
46,technician,married,secondary,no,0,no,no,63
31,technician,single,secondary,no,23,no,no,110
33,management,single,tertiary,no,0,no,no,59
43,technician,divorced,secondary,no,0,no,no,192
50,blue-collar,married,secondary,no,326,no,no,157
50,blue-collar,married,primary,no,403,no,no,119
34,technician,married,secondary,no,1,no,no,535
32,management,married,tertiary,no,0,no,no,15
46,management,married,tertiary,no,-3,no,no,205
31,management,married,tertiary,no,60,no,no,302
45,blue-collar,married,primary,no,751,no,no,151
50,services,married,secondary,no,1545,no,no,56
31,admin.,married,secondary,no,23,no,no,322
34,technician,single,secondary,no,0,no,no,54
30,management,single,tertiary,no,20261,yes,no,81
59,retired,married,secondary,no,1887,no,no,88
34,unemployed,single,tertiary,no,786,no,no,122
44,technician,divorced,secondary,no,2179,no,no,180
32,technician,single,tertiary,no,632,yes,no,82
32,unemployed,single,tertiary,no,99,no,no,49
55,retired,married,secondary,no,185,no,no,26
42,technician,divorced,secondary,no,305,yes,no,82
36,technician,married,secondary,no,278,no,no,121
30,technician,single,tertiary,no,187,no,no,66
53,management,married,tertiary,no,761,no,yes,85
55,retired,married,secondary,no,123,no,no,70
50,technician,married,secondary,no,-997,no,yes,70
43,technician,married,tertiary,no,80,no,no,9
60,retired,married,tertiary,no,486,no,no,139
42,management,single,tertiary,no,759,no,yes,105
34,management,single,tertiary,no,46,no,no,211
38,student,married,secondary,no,140,no,no,12
37,management,married,tertiary,no,6743,no,no,13
41,technician,married,secondary,no,1946,no,no,327
59,retired,married,secondary,no,0,no,no,23
46,management,married,tertiary,no,1906,no,no,44
34,technician,married,secondary,no,0,no,no,183
40,technician,married,secondary,no,1232,no,no,175
37,management,married,secondary,no,859,no,no,246
44,management,divorced,tertiary,no,0,no,no,70
30,technician,single,tertiary,no,0,no,no,20
32,services,single,tertiary,no,0,no,no,23
50,blue-collar,married,secondary,no,6288,no,no,20
42,technician,married,secondary,no,1013,no,yes,117
42,technician,divorced,secondary,no,37,no,no,28
59,retired,married,secondary,no,0,no,no,359
44,management,married,tertiary,no,217,yes,no,203
47,services,married,unknown,yes,0,no,no,21
52,technician,married,tertiary,no,0,no,no,84
55,admin.,married,secondary,no,0,no,no,16
44,technician,married,secondary,no,65,no,no,53
59,retired,married,secondary,no,82,no,no,308
46,technician,single,tertiary,no,568,no,no,51
44,self-employed,married,tertiary,no,134,no,no,86
53,blue-collar,married,primary,no,5603,no,no,2372
39,management,married,tertiary,no,0,no,no,93
35,technician,divorced,secondary,no,89,no,no,203
48,housemaid,married,tertiary,no,197,no,no,256
36,technician,married,tertiary,no,837,no,no,68
33,management,married,tertiary,no,6174,no,no,19
51,services,married,unknown,no,7175,no,no,98
32,entrepreneur,single,tertiary,no,890,yes,yes,27
37,technician,married,secondary,no,163,no,yes,9
42,technician,married,secondary,no,3,no,no,11
43,management,married,tertiary,no,241,no,no,79
42,services,married,secondary,no,59,no,no,144
39,housemaid,married,tertiary,no,315,no,no,53
32,technician,divorced,secondary,no,-262,yes,no,85
52,management,married,tertiary,no,163,no,no,638
31,self-employed,married,tertiary,no,81,no,no,532
47,admin.,divorced,secondary,no,225,no,no,1126
32,management,married,tertiary,no,864,yes,no,17
40,housemaid,married,primary,no,0,no,no,16
48,technician,married,secondary,no,1548,no,no,143
54,management,divorced,tertiary,no,0,no,no,276
43,management,divorced,tertiary,no,3327,no,no,146
48,management,married,tertiary,no,0,no,no,16
55,services,married,secondary,no,879,no,no,183
37,technician,married,secondary,no,729,no,no,156
36,technician,married,secondary,no,-158,yes,no,1037
58,housemaid,married,primary,no,7881,no,no,507
31,technician,single,secondary,no,0,no,no,18
31,management,single,tertiary,no,35,no,no,27
56,retired,married,secondary,no,1333,no,no,17
49,services,married,secondary,no,2420,yes,no,19
34,technician,married,secondary,no,0,no,no,12
38,management,married,tertiary,no,173,no,no,32
31,housemaid,married,tertiary,no,0,no,no,12
33,technician,single,secondary,no,111,no,no,7
40,technician,married,tertiary,no,84,no,no,715
33,management,single,tertiary,no,0,no,no,13
32,admin.,single,tertiary,no,211,no,no,56
34,technician,single,secondary,no,0,no,no,195
30,management,single,tertiary,no,17,no,no,95
50,housemaid,married,primary,no,0,no,no,39
55,management,divorced,tertiary,no,668,no,no,25
60,self-employed,married,secondary,no,1690,no,no,64
53,management,married,tertiary,no,37,no,no,51
45,blue-collar,married,secondary,no,-183,yes,yes,8
53,blue-collar,married,secondary,no,65,no,no,25
31,management,single,tertiary,no,0,no,no,38
34,technician,married,secondary,no,-173,no,no,85
54,management,married,tertiary,no,1258,no,no,153
34,management,single,tertiary,no,6766,no,no,210
48,blue-collar,married,unknown,no,2499,no,no,429
37,technician,married,tertiary,no,0,no,no,76
45,blue-collar,married,primary,no,377,no,no,26
33,self-employed,married,secondary,no,77,no,no,958
33,management,single,tertiary,no,1530,no,no,88
48,housemaid,married,primary,no,0,no,no,20
53,services,married,secondary,no,658,no,no,18
52,services,married,secondary,no,1645,no,no,248
32,technician,single,tertiary,no,8047,yes,no,16
33,technician,single,tertiary,no,436,no,no,258
39,technician,married,tertiary,no,0,no,no,13
35,technician,married,tertiary,no,75,no,no,9
51,blue-collar,married,secondary,no,279,no,no,64
34,management,single,tertiary,no,4348,yes,no,373
35,technician,single,secondary,no,230,no,no,104
30,technician,single,secondary,no,167,no,no,35
52,technician,married,secondary,no,118,no,no,16
48,blue-collar,married,primary,no,323,no,no,158
36,technician,single,tertiary,no,97,no,no,69
30,technician,divorced,secondary,no,3028,yes,no,65
57,retired,married,unknown,no,-157,no,no,31
55,admin.,married,secondary,no,-2,no,no,76
30,technician,married,tertiary,no,0,no,no,140
48,housemaid,single,secondary,no,71,no,no,97
45,self-employed,married,secondary,no,396,no,no,238
36,management,married,tertiary,no,200,no,no,131
36,technician,divorced,tertiary,no,466,no,no,171
31,management,single,tertiary,no,713,no,no,162
41,technician,married,secondary,no,1788,no,no,222
33,management,single,tertiary,no,755,yes,no,68
34,technician,married,secondary,no,298,no,no,42
43,management,married,tertiary,no,370,no,no,142
31,management,married,tertiary,no,459,no,no,13
45,self-employed,married,tertiary,no,240,no,no,163
32,technician,single,tertiary,no,723,no,no,68
32,technician,married,secondary,no,-300,no,no,226
38,management,married,tertiary,no,0,no,no,77
42,self-employed,married,tertiary,no,0,no,no,35
52,technician,married,secondary,no,136,no,no,88
40,management,married,tertiary,no,558,no,no,50
53,management,divorced,tertiary,no,15,no,no,76
39,technician,single,tertiary,no,1522,yes,no,15
54,admin.,married,secondary,no,111,no,no,29
34,technician,married,secondary,no,33,no,no,259
35,management,single,tertiary,no,-108,yes,no,74
45,technician,married,secondary,no,77,no,no,90
45,technician,divorced,secondary,no,12,no,no,88
47,services,married,secondary,no,5,no,no,169
34,management,single,secondary,no,1863,no,no,143
36,technician,single,secondary,no,0,no,no,8
30,technician,married,secondary,no,42,no,no,140
35,technician,single,tertiary,no,0,yes,no,46
35,technician,married,secondary,no,-78,no,no,102
44,management,married,tertiary,no,0,no,no,43
34,management,single,tertiary,yes,621,no,no,205
30,technician,married,tertiary,no,81,no,no,51
41,technician,married,secondary,no,6171,no,no,50
38,management,single,tertiary,no,0,no,no,59
41,technician,divorced,secondary,no,475,yes,no,49
37,self-employed,married,tertiary,no,552,no,no,379
52,blue-collar,married,secondary,no,305,no,no,26
43,housemaid,married,primary,no,685,no,no,77
60,retired,married,tertiary,no,45,no,no,39
34,technician,married,secondary,no,553,no,no,45
34,management,married,tertiary,no,2032,no,no,103
39,management,divorced,tertiary,no,295,no,no,68
44,management,married,tertiary,no,795,no,no,99
51,housemaid,married,primary,no,605,no,no,270
52,blue-collar,married,primary,no,-490,yes,yes,74
40,technician,married,secondary,no,88,no,no,214
47,blue-collar,married,primary,no,1480,no,no,460
40,technician,married,secondary,yes,0,no,no,147
32,management,single,tertiary,no,813,no,no,114
50,blue-collar,married,primary,no,565,yes,yes,36
31,technician,single,tertiary,no,-564,yes,yes,49
33,management,married,tertiary,no,968,no,yes,95
60,retired,married,secondary,no,4,no,no,602
33,technician,married,secondary,no,2,no,no,385
31,management,single,tertiary,no,0,no,no,35
31,technician,single,secondary,no,182,no,no,52
33,technician,single,tertiary,no,34,no,no,13
58,blue-collar,married,primary,no,6762,no,no,9
49,management,married,tertiary,no,223,no,no,22
35,management,single,tertiary,no,556,no,no,52
43,technician,divorced,tertiary,no,0,no,no,142
44,management,married,tertiary,no,278,no,no,95
35,technician,married,secondary,no,353,no,no,17
31,technician,single,tertiary,no,162,no,no,13
33,technician,married,secondary,no,95,no,no,26
48,management,single,tertiary,no,81,no,no,23
30,technician,single,secondary,no,3,no,no,21
43,management,single,tertiary,no,1077,no,yes,48
59,retired,married,primary,no,1425,yes,no,299
51,admin.,married,tertiary,no,26,yes,no,51
36,management,married,tertiary,no,918,no,no,58
49,management,single,tertiary,no,588,no,no,70
59,retired,married,primary,no,4450,no,no,106
42,technician,married,secondary,no,3501,no,no,23
47,blue-collar,married,primary,no,3440,no,no,88
32,technician,single,secondary,no,35,no,no,199
36,technician,married,tertiary,yes,63,no,no,12
60,retired,married,tertiary,no,872,no,no,37
55,retired,married,secondary,no,159,no,no,159
45,blue-collar,married,primary,no,1291,yes,no,189
34,management,single,tertiary,no,-64,yes,yes,693
32,technician,married,secondary,no,1011,no,no,56
35,technician,married,secondary,no,433,no,no,14
30,technician,single,secondary,no,1286,no,no,44
31,technician,single,secondary,no,3588,no,no,64
30,management,single,tertiary,no,0,no,no,62
35,management,married,tertiary,no,1684,yes,no,39
49,blue-collar,married,primary,no,592,no,no,133
35,technician,single,secondary,yes,-30,no,no,32
32,technician,married,secondary,no,-213,yes,no,310
58,management,married,tertiary,no,0,no,no,24
30,management,married,tertiary,no,1239,no,no,125
38,technician,married,secondary,no,0,no,no,176
35,technician,single,tertiary,no,576,no,no,8
60,management,married,tertiary,no,3029,no,no,26
36,technician,married,secondary,no,4542,yes,no,76
56,blue-collar,married,primary,no,313,no,no,24
46,technician,married,secondary,no,292,no,yes,7
43,management,single,tertiary,no,946,no,no,40
41,technician,divorced,secondary,no,195,no,no,260
31,technician,married,secondary,no,367,no,no,79
48,blue-collar,married,primary,no,266,no,no,58
60,technician,divorced,secondary,no,-50,no,no,433
36,technician,single,secondary,no,34,no,yes,247
34,management,single,tertiary,no,603,no,no,787
58,retired,married,tertiary,no,1326,no,no,201
45,technician,married,tertiary,no,265,no,no,14
39,management,married,tertiary,no,-17,yes,yes,908
55,technician,married,secondary,no,55,no,yes,19
32,technician,married,secondary,no,963,no,no,15
41,management,single,tertiary,no,4522,no,no,55
32,technician,married,secondary,no,235,yes,no,688
32,technician,single,secondary,no,792,no,no,193
31,management,single,tertiary,no,58,no,no,207
33,management,single,tertiary,no,2059,no,no,106
36,technician,married,secondary,no,216,no,no,80
35,technician,single,secondary,no,634,yes,no,122
38,self-employed,married,tertiary,no,1029,no,no,42
36,technician,married,secondary,no,432,yes,no,65
47,blue-collar,married,primary,no,961,no,no,45
31,technician,married,tertiary,no,0,no,no,70
49,services,married,secondary,no,413,yes,yes,175
59,technician,divorced,secondary,no,0,no,no,126
37,management,married,tertiary,no,4293,yes,no,150
42,technician,married,secondary,no,0,no,no,82
46,blue-collar,married,secondary,no,1673,yes,no,56
35,technician,married,tertiary,no,358,no,no,92
51,blue-collar,married,primary,no,21614,no,no,47
41,technician,single,tertiary,no,1026,no,no,59
35,technician,divorced,secondary,no,56,no,no,24
34,management,single,tertiary,no,-281,no,no,56
38,technician,divorced,tertiary,no,82,no,no,38
33,technician,married,secondary,no,79,no,no,144
36,technician,single,secondary,no,0,no,no,85
33,technician,married,secondary,no,58,yes,no,57
31,management,single,tertiary,no,350,no,no,71
45,self-employed,married,primary,no,373,no,no,82
32,management,married,tertiary,no,134,no,yes,162
34,management,married,tertiary,no,0,no,no,120
33,services,married,secondary,no,28,no,no,73
47,admin.,married,secondary,no,996,no,no,247
37,technician,married,tertiary,no,1561,no,no,88
35,technician,divorced,secondary,no,515,yes,yes,114
37,management,single,secondary,no,45,no,no,99
60,retired,married,tertiary,no,614,no,no,50
38,technician,married,secondary,no,300,no,no,125
38,technician,single,secondary,no,332,yes,no,73
30,technician,married,secondary,no,32,no,no,73
47,technician,divorced,tertiary,no,8,no,no,62
40,management,married,tertiary,no,194,no,yes,189
47,blue-collar,married,primary,no,193,yes,no,171
53,admin.,married,secondary,no,578,no,no,59
48,blue-collar,married,secondary,no,647,no,no,64
46,management,married,tertiary,no,1008,no,no,24
36,technician,single,secondary,no,0,no,no,21
33,management,married,tertiary,no,452,yes,no,168
56,management,married,tertiary,no,2925,no,no,133
32,management,married,tertiary,no,0,no,no,183
35,technician,single,secondary,no,3490,yes,no,643
32,technician,single,secondary,yes,-1,no,no,185
45,management,married,tertiary,no,1186,no,no,25
45,technician,divorced,secondary,no,54,no,no,83
35,unknown,married,primary,no,365,no,no,41
37,technician,single,tertiary,no,160,no,no,204
51,blue-collar,married,primary,no,462,yes,no,164
35,technician,married,tertiary,no,393,no,no,150
47,self-employed,married,secondary,no,0,no,no,90
32,management,single,tertiary,no,0,no,no,63
35,management,single,tertiary,no,0,no,no,131
31,management,single,tertiary,no,471,no,no,153
46,management,single,tertiary,no,134,no,no,40
49,management,married,tertiary,no,0,no,no,102
45,technician,married,secondary,no,865,no,no,80
33,technician,married,secondary,yes,-708,no,no,93
51,admin.,married,secondary,no,255,no,no,158
59,retired,married,secondary,no,374,no,no,272
48,management,divorced,tertiary,no,700,yes,no,488
57,admin.,married,secondary,no,1218,no,no,214
33,technician,married,tertiary,no,599,yes,no,461
39,housemaid,divorced,primary,no,239,no,no,204
39,management,single,tertiary,no,109,no,no,159
42,technician,divorced,secondary,no,112,no,no,69
37,management,married,tertiary,no,5,no,no,36
30,management,single,tertiary,no,0,no,no,135
46,blue-collar,married,secondary,no,877,no,no,339
33,technician,married,secondary,no,8,no,no,462
49,management,single,secondary,no,0,no,no,121
36,self-employed,married,primary,no,0,no,no,97
31,services,single,secondary,no,2070,no,no,319
34,management,married,tertiary,no,53,yes,yes,256
35,technician,married,secondary,no,-146,yes,no,240
56,management,married,tertiary,no,67,no,yes,88
32,technician,single,secondary,no,284,no,no,161
33,management,married,tertiary,no,310,no,no,179
48,blue-collar,married,secondary,no,134,no,no,200
34,admin.,married,secondary,no,96,no,no,109
35,technician,single,tertiary,no,33,no,no,300
32,technician,married,secondary,no,444,no,no,63
58,services,married,secondary,no,74,no,no,105
31,technician,single,secondary,no,0,no,no,213
33,technician,single,tertiary,no,176,no,no,112
32,management,single,tertiary,no,0,no,no,255
31,technician,single,secondary,no,-2,no,no,131
59,self-employed,married,tertiary,no,1059,no,no,103
48,technician,married,tertiary,no,16,no,no,77
32,management,single,tertiary,no,769,no,no,695
36,management,married,tertiary,no,4,yes,no,159
33,technician,married,secondary,no,118,yes,no,103
38,admin.,divorced,secondary,no,1314,no,no,156
54,technician,married,secondary,no,184,no,no,81
39,management,married,tertiary,no,0,no,no,94
48,technician,divorced,secondary,no,105,no,no,520
31,technician,single,secondary,no,0,no,no,35
56,services,married,unknown,no,628,no,no,96
34,technician,single,secondary,no,943,no,no,96
39,management,divorced,tertiary,no,115,no,no,345
31,technician,married,secondary,no,13,no,no,245
55,management,single,tertiary,no,430,no,no,79
50,management,divorced,tertiary,no,0,no,no,128
45,technician,married,secondary,no,88,no,no,150
35,management,married,tertiary,no,171,no,no,204
31,technician,married,secondary,no,251,no,yes,156
37,management,married,tertiary,no,-9,no,no,168
34,technician,married,secondary,yes,91,no,no,67
33,services,married,secondary,no,233,no,no,155
33,technician,married,tertiary,no,503,no,no,91
55,admin.,married,secondary,no,0,no,no,88
41,technician,married,secondary,no,0,no,no,141
33,technician,divorced,secondary,no,22,no,no,71
46,blue-collar,married,primary,no,123,no,no,168
60,retired,married,primary,no,219,no,no,235
47,management,divorced,tertiary,no,310,no,no,136
31,management,single,tertiary,no,96,no,no,63
41,management,single,tertiary,no,2408,no,no,122
46,blue-collar,married,secondary,no,1685,yes,no,203
47,entrepreneur,married,secondary,no,8480,no,no,137
31,management,married,tertiary,no,315,no,no,109
34,technician,divorced,secondary,no,7,yes,yes,273
45,blue-collar,married,primary,no,492,no,no,141
32,management,married,tertiary,no,500,no,yes,107
49,management,married,tertiary,no,146,no,no,86
39,management,single,secondary,no,36,no,no,70
47,services,married,secondary,no,518,no,no,96
59,technician,divorced,secondary,no,2595,yes,no,398
48,management,married,tertiary,no,494,no,no,81
33,management,married,tertiary,no,0,no,no,60
38,technician,single,secondary,no,173,no,no,150
33,management,single,tertiary,no,335,no,no,130
49,technician,married,secondary,no,10,no,no,135
31,technician,divorced,secondary,no,0,no,no,256
46,management,divorced,secondary,no,-852,no,yes,728
33,housemaid,married,secondary,no,230,no,yes,264
38,management,single,tertiary,no,0,no,no,95
59,technician,married,secondary,no,0,no,no,62
49,blue-collar,married,secondary,no,102,no,no,210
40,technician,married,secondary,no,56,no,no,77
32,technician,single,secondary,no,1179,no,no,116
34,management,single,secondary,no,194,no,no,186
54,blue-collar,married,primary,no,1059,no,no,73
45,blue-collar,married,primary,no,121,no,no,93
30,management,single,tertiary,no,3849,no,no,115
40,self-employed,single,tertiary,no,41,no,no,104
42,unemployed,divorced,tertiary,no,-166,no,no,85
33,management,single,tertiary,no,-359,no,no,59
43,admin.,married,secondary,no,257,no,no,186
39,technician,divorced,secondary,no,8,no,no,1028
40,technician,divorced,secondary,no,0,no,no,299
52,technician,married,tertiary,no,214,no,no,161
55,blue-collar,married,primary,no,771,no,no,98
35,management,married,tertiary,no,511,no,no,91
54,technician,married,secondary,no,1670,no,no,207
45,blue-collar,married,primary,no,85,no,no,133
33,blue-collar,married,secondary,no,842,no,no,111
46,blue-collar,married,primary,no,201,no,no,163
31,technician,married,secondary,no,4800,yes,no,165
46,management,divorced,tertiary,no,0,no,yes,38
38,unknown,married,unknown,no,653,no,no,17
34,entrepreneur,married,unknown,no,-506,no,no,19
54,blue-collar,married,secondary,no,466,no,no,436
34,technician,married,secondary,no,563,yes,yes,32
44,technician,married,secondary,no,370,no,yes,64
32,management,single,tertiary,no,258,yes,no,131
33,housemaid,single,tertiary,no,1255,no,no,511
41,management,married,secondary,no,148,no,no,82
45,blue-collar,married,primary,no,292,yes,no,961
41,admin.,married,secondary,yes,-120,no,no,76
54,services,married,unknown,no,324,no,no,124
49,blue-collar,married,secondary,no,0,no,no,66
36,technician,single,tertiary,no,268,no,no,54
45,technician,single,tertiary,no,2087,no,no,29
48,blue-collar,married,primary,no,-254,no,yes,134
41,management,married,tertiary,no,5936,no,no,709
41,technician,married,secondary,no,593,no,no,95
56,management,married,tertiary,no,665,no,no,25
55,admin.,married,tertiary,no,46,no,no,59
36,self-employed,married,tertiary,no,10,no,no,47
40,management,single,tertiary,no,185,no,no,173
30,technician,married,tertiary,no,1,no,no,69
35,management,divorced,secondary,no,910,no,no,77
31,management,married,tertiary,no,8312,no,no,43
59,housemaid,married,primary,no,418,no,no,300
46,technician,divorced,secondary,no,117,no,no,94
38,technician,married,secondary,no,185,no,yes,44
52,technician,divorced,secondary,no,0,no,no,39
52,technician,married,secondary,no,0,no,no,67
45,technician,married,secondary,no,351,yes,no,18
38,technician,single,secondary,no,50,no,no,98
40,technician,divorced,secondary,no,841,no,yes,36
47,blue-collar,married,secondary,no,947,no,yes,24
48,blue-collar,married,secondary,no,1903,no,no,21
38,management,married,tertiary,no,46,no,no,70
60,admin.,married,secondary,no,221,no,no,92
46,blue-collar,married,unknown,no,0,no,no,162
34,technician,married,secondary,no,0,yes,no,116
33,technician,married,secondary,no,74,no,no,94
47,self-employed,married,primary,no,1056,no,no,58
58,retired,married,primary,no,69,no,no,76
47,management,single,tertiary,no,124,no,no,14
34,technician,divorced,secondary,no,347,no,no,15
32,management,married,tertiary,no,16,no,no,129
31,technician,single,secondary,no,0,no,no,157
42,technician,married,unknown,no,-401,yes,no,145
41,technician,divorced,secondary,no,88,no,no,88
37,technician,married,secondary,yes,-3,no,no,122
56,retired,married,secondary,no,4577,no,no,133
52,services,married,secondary,no,627,no,no,174
49,self-employed,married,secondary,no,1683,no,no,61
36,technician,single,secondary,no,35,no,no,493
32,technician,single,secondary,no,224,no,no,451
60,technician,single,secondary,no,0,no,no,86
49,technician,single,secondary,no,114,no,no,12
35,management,single,tertiary,no,385,yes,no,168
36,management,single,tertiary,no,26,no,no,370
36,technician,divorced,secondary,no,861,no,no,140
33,technician,single,tertiary,no,125,no,no,66
34,technician,married,secondary,no,1795,yes,no,201
37,technician,married,secondary,no,449,yes,no,59
32,management,single,tertiary,no,2233,no,no,85
30,technician,single,secondary,no,124,no,no,60
37,technician,married,secondary,no,261,no,no,301
45,technician,married,secondary,no,183,no,no,27
52,technician,married,secondary,no,64,no,no,20
46,technician,married,secondary,no,591,no,no,81
46,unemployed,married,secondary,no,46,no,no,74
33,technician,married,secondary,no,23,no,no,53
39,technician,divorced,secondary,no,0,no,no,35
49,management,married,tertiary,no,0,no,no,215
50,admin.,married,tertiary,no,0,no,no,253
47,admin.,married,tertiary,no,1077,no,no,43
37,admin.,married,secondary,no,373,no,no,98
43,technician,single,tertiary,yes,0,no,no,73
53,unemployed,married,tertiary,no,240,no,no,106
31,management,single,tertiary,no,7554,no,no,51
35,management,single,tertiary,no,0,no,no,669
37,technician,married,secondary,no,41,no,no,127
51,blue-collar,married,primary,no,-27,no,no,158
37,housemaid,married,primary,no,0,no,no,17
47,admin.,married,secondary,no,84,no,no,367
57,retired,married,tertiary,no,42,no,no,68
36,technician,single,secondary,no,2419,no,no,29
32,management,single,tertiary,no,123,no,no,63
33,management,married,tertiary,no,32,no,no,27
38,self-employed,married,tertiary,no,0,no,no,117
51,blue-collar,married,secondary,no,4695,no,no,8
31,housemaid,single,secondary,no,13099,no,no,6
37,management,single,tertiary,no,3452,yes,no,8
46,management,married,tertiary,no,212,yes,no,515
53,entrepreneur,married,secondary,no,0,no,no,88
59,blue-collar,married,primary,no,1227,no,no,89
34,management,divorced,tertiary,no,36,no,no,77
46,technician,divorced,secondary,no,-90,no,yes,270
30,self-employed,married,tertiary,no,1785,no,no,235
49,management,married,tertiary,no,0,no,no,223
43,management,married,tertiary,no,0,no,no,147
36,blue-collar,married,secondary,no,1828,yes,no,24
28,blue-collar,single,secondary,no,9,yes,no,115
36,self-employed,single,tertiary,no,-103,yes,yes,3253
47,admin.,divorced,secondary,no,555,yes,yes,478
37,management,divorced,tertiary,no,199,yes,no,50
50,blue-collar,married,primary,no,12519,yes,no,37
32,management,married,tertiary,no,9214,no,yes,71
31,entrepreneur,married,tertiary,no,79,yes,no,558
52,technician,married,secondary,no,5303,yes,no,133
52,management,married,tertiary,no,6,no,no,57
45,admin.,divorced,secondary,no,1293,yes,yes,164
47,admin.,married,secondary,no,24556,no,no,309
48,student,single,unknown,no,1279,no,no,2429
43,management,married,tertiary,no,1258,no,no,312
30,technician,married,tertiary,no,239,no,no,73
34,blue-collar,divorced,secondary,no,882,no,yes,24
44,technician,single,secondary,no,1679,no,no,718
30,blue-collar,married,secondary,no,1664,yes,no,2016
33,admin.,married,tertiary,no,882,no,no,39
32,admin.,married,secondary,no,8749,yes,yes,294
42,admin.,single,secondary,no,-247,yes,yes,519
40,technician,married,secondary,no,1159,no,no,19
33,services,married,secondary,no,3444,yes,no,144
58,retired,married,tertiary,no,2199,no,no,65
35,management,married,tertiary,no,0,yes,no,4
31,blue-collar,married,primary,no,7424,yes,no,54
45,admin.,married,secondary,no,5346,yes,yes,187
58,management,divorced,tertiary,no,26254,yes,no,49
45,blue-collar,married,secondary,no,1144,yes,no,676
28,student,single,secondary,no,2351,no,no,157
36,management,married,tertiary,no,2415,yes,no,73
42,admin.,single,secondary,no,164,yes,yes,80
32,technician,single,tertiary,no,5514,no,no,181
28,self-employed,married,secondary,no,123,no,yes,313
40,management,married,tertiary,no,3352,yes,no,138
36,management,married,tertiary,no,0,yes,no,140
44,admin.,divorced,primary,no,429,yes,no,80
51,entrepreneur,married,tertiary,no,5254,yes,no,134
56,technician,married,secondary,no,589,yes,no,518
57,unknown,married,unknown,no,19268,no,no,301
26,services,single,secondary,no,1445,no,no,171
40,technician,divorced,tertiary,no,568,yes,no,112
49,admin.,married,secondary,no,10250,yes,no,97
50,management,single,tertiary,no,3537,no,no,305
44,blue-collar,married,secondary,no,1324,yes,no,119
58,admin.,divorced,secondary,no,1947,no,no,228
37,admin.,married,secondary,no,1967,no,no,376
36,technician,single,secondary,no,3254,yes,no,207
39,entrepreneur,married,primary,no,437,yes,no,150
58,retired,married,primary,no,3260,no,no,27
27,entrepreneur,married,secondary,no,2329,no,no,131
33,management,married,tertiary,no,431,yes,no,51
47,management,divorced,tertiary,no,12026,yes,no,251
30,admin.,married,secondary,no,1310,no,no,3284
39,admin.,married,secondary,no,1757,no,no,125
57,technician,married,secondary,no,7554,no,no,141
38,management,married,tertiary,no,385,yes,no,154
43,management,married,secondary,no,107,yes,yes,135
34,technician,married,secondary,no,1012,yes,yes,540
31,admin.,married,secondary,no,352,no,no,60
35,management,divorced,tertiary,no,0,yes,no,171
58,management,divorced,tertiary,no,372,no,yes,11
39,blue-collar,single,unknown,no,3912,yes,no,223
60,blue-collar,married,secondary,no,1801,no,no,167
59,management,divorced,tertiary,no,258,yes,no,266
35,management,single,tertiary,no,7506,yes,no,248
42,technician,divorced,secondary,no,314,yes,no,234
43,retired,married,secondary,no,860,no,no,132
36,entrepreneur,married,tertiary,no,6,no,no,246
34,housemaid,married,secondary,no,0,yes,no,154
35,blue-collar,single,secondary,no,3623,no,no,160
43,self-employed,married,primary,no,0,yes,no,81
38,admin.,single,secondary,no,2470,no,no,227
39,blue-collar,married,secondary,no,1307,yes,no,158
58,retired,divorced,tertiary,no,3237,no,no,615
27,management,single,tertiary,no,185,no,no,18
34,technician,single,secondary,no,1866,no,no,95
41,services,married,secondary,no,523,yes,yes,5
60,management,married,tertiary,no,5041,no,no,399
28,management,single,tertiary,no,1335,no,yes,15
26,technician,single,tertiary,no,172,no,yes,21
34,entrepreneur,married,tertiary,no,0,yes,no,217
56,technician,married,secondary,no,6619,yes,no,465
34,management,married,tertiary,no,8,yes,no,6
50,admin.,divorced,secondary,no,237,no,yes,169
51,admin.,single,secondary,no,3132,no,no,449
